time, x, y, heading, vel_x, vel_y, vel_heading,
88.68, 3.58505, 3.94948, 3.08741, -0.329212, 0.0180429, -0.052822, 
88.688, 3.58241, 3.94963, 3.08698, -0.329217, 0.0181193, -0.0536585, 
88.696, 3.57978, 3.94977, 3.08655, -0.329212, 0.0179971, -0.0537752, 
88.704, 3.57714, 3.94991, 3.08612, -0.329205, 0.0178143, -0.0538618, 
88.712, 3.57457, 3.95, 3.08849, -0.322113, 0.0102861, 0.295483, 
88.72, 3.57193, 3.95015, 3.09222, -0.329787, 0.0188867, 0.466473, 
88.728, 3.56929, 3.9503, 3.09732, -0.330361, 0.0195278, 0.637263, 
88.736, 3.56664, 3.95046, 3.10378, -0.330306, 0.0196922, 0.808022, 
88.744, 3.56395, 3.95055, 3.10395, -0.337092, 0.0115916, 0.0205473, 
88.752, 3.56133, 3.95071, 3.10289, -0.326787, 0.018904, -0.132443, 
88.76, 3.55874, 3.95086, 3.10173, -0.324016, 0.0186994, -0.144676, 
88.768, 3.55615, 3.951, 3.10057, -0.323969, 0.018012, -0.144842, 
88.776, 3.55356, 3.95114, 3.09932, -0.32373, 0.0175872, -0.155911, 
88.784, 3.55097, 3.95128, 3.09808, -0.323702, 0.0172176, -0.15599, 
88.792, 3.54838, 3.95141, 3.09683, -0.323678, 0.0169091, -0.155972, 
88.8, 3.54579, 3.95155, 3.09558, -0.323655, 0.0166295, -0.155935, 
88.808, 3.54316, 3.95168, 3.09502, -0.328822, 0.01696, -0.0705355, 
88.816, 3.54053, 3.95182, 3.09446, -0.328859, 0.0177102, -0.0699855, 
88.824, 3.5379, 3.95197, 3.0939, -0.328862, 0.0177482, -0.0700092, 
88.832, 3.53527, 3.95211, 3.09334, -0.328857, 0.0175852, -0.0700279, 
88.84, 3.5326, 3.95225, 3.0925, -0.333299, 0.0178259, -0.104225, 
88.848, 3.52993, 3.9524, 3.09167, -0.333325, 0.0184348, -0.104434, 
88.856, 3.52727, 3.95254, 3.09083, -0.333321, 0.0184188, -0.104405, 
88.864, 3.5246, 3.95269, 3.09, -0.33331, 0.0182282, -0.104371, 
88.872, 3.52193, 3.95283, 3.08899, -0.333875, 0.0180371, -0.125734, 
88.88, 3.51926, 3.95298, 3.08798, -0.333862, 0.0178877, -0.125817, 
88.888, 3.51659, 3.95312, 3.08698, -0.333844, 0.0176569, -0.125753, 
88.896, 3.51392, 3.95326, 3.08597, -0.333826, 0.0174084, -0.125688, 
88.904, 3.51124, 3.9534, 3.08507, -0.334878, 0.0172803, -0.113216, 
88.912, 3.50856, 3.95353, 3.08416, -0.33487, 0.0172399, -0.11308, 
88.92, 3.50588, 3.95367, 3.08326, -0.334854, 0.0170559, -0.113027, 
88.928, 3.5032, 3.9538, 3.08235, -0.334837, 0.0168336, -0.112975, 
88.936, 3.50052, 3.95394, 3.08141, -0.334935, 0.0166113, -0.117497, 
88.944, 3.49784, 3.95407, 3.08047, -0.334917, 0.0163984, -0.11747, 
88.952, 3.49516, 3.9542, 3.07953, -0.334898, 0.0161705, -0.117411, 
88.96, 3.49249, 3.95433, 3.0786, -0.334878, 0.0159401, -0.117353, 
88.968, 3.48985, 3.95445, 3.078, -0.329041, 0.0150832, -0.0740427, 
88.976, 3.48722, 3.95456, 3.07741, -0.328975, 0.0137369, -0.0737338, 
88.984, 3.48459, 3.95466, 3.07682, -0.328949, 0.0131999, -0.0737154, 
88.992, 3.48196, 3.95476, 3.07623, -0.328932, 0.0128966, -0.0736978, 
89, 3.47931, 3.95487, 3.07523, -0.330633, 0.0128462, -0.124932, 
89.008, 3.47667, 3.95497, 3.07423, -0.330627, 0.0129825, -0.125207, 
89.016, 3.47402, 3.95507, 3.07323, -0.330609, 0.0128845, -0.125138, 
89.024, 3.47138, 3.95518, 3.07223, -0.330588, 0.0127156, -0.125068, 
89.032, 3.46876, 3.95532, 3.07257, -0.327228, 0.0181742, 0.0428586, 
89.04, 3.46617, 3.95547, 3.07304, -0.323641, 0.0184664, 0.058216, 
89.048, 3.46358, 3.95563, 3.07351, -0.323614, 0.0195064, 0.0585029, 
89.056, 3.46099, 3.95579, 3.07398, -0.323623, 0.0199378, 0.0586534, 
89.064, 3.45841, 3.95595, 3.0743, -0.322827, 0.0202575, 0.0404965, 
89.072, 3.45583, 3.95611, 3.07463, -0.322827, 0.0206107, 0.0404659, 
89.08, 3.45325, 3.95628, 3.07495, -0.322835, 0.0208286, 0.04054, 
89.088, 3.45066, 3.95645, 3.07527, -0.322843, 0.0210126, 0.0406009, 
89.096, 3.44808, 3.9566, 3.07696, -0.323236, 0.0191397, 0.211176, 
89.104, 3.44549, 3.95675, 3.08002, -0.322975, 0.0191811, 0.381838, 
89.112, 3.44289, 3.95691, 3.0843, -0.325516, 0.0193891, 0.534831, 
89.12, 3.44016, 3.95706, 3.08908, -0.34072, 0.0191643, 0.597388, 
89.128, 3.43751, 3.9572, 3.09457, -0.332006, 0.0174981, 0.686972, 
89.136, 3.43485, 3.95735, 3.10009, -0.332032, 0.0187126, 0.689704, 
89.144, 3.43219, 3.95751, 3.10562, -0.332111, 0.0192267, 0.691832, 
89.152, 3.42954, 3.95766, 3.11118, -0.332181, 0.0195675, 0.693952, 
89.16, 3.42697, 3.95783, 3.11675, -0.320783, 0.0209866, 0.696932, 
89.168, 3.4244, 3.95802, 3.12234, -0.320713, 0.0235199, 0.699069, 
89.176, 3.42184, 3.95821, 3.12795, -0.320737, 0.0243735, 0.701209, 
89.184, 3.41927, 3.95841, 3.13358, -0.32076, 0.0247486, 0.703361, 
89.192, 3.41686, 3.95859, 3.13487, -0.301459, 0.0228425, 0.160845, 
89.2, 3.4145, 3.95873, 3.13584, -0.295468, 0.0174606, 0.122036, 
89.208, 3.41213, 3.95887, 3.13682, -0.295426, 0.0171762, 0.12182, 
89.216, 3.40977, 3.95901, 3.13779, -0.295417, 0.016956, 0.121798, 
89.224, 3.40741, 3.95909, 3.13716, -0.295654, 0.010407, -0.0784508, 
89.232, 3.40498, 3.95918, 3.13564, -0.30346, 0.0112122, -0.190999, 
89.24, 3.40254, 3.95928, 3.13405, -0.305168, 0.0127724, -0.198546, 
89.248, 3.40009, 3.95939, 3.13246, -0.305203, 0.0134294, -0.198598, 
89.256, 3.39766, 3.95942, 3.13256, -0.304518, 0.00384205, 0.0120252, 
89.264, 3.39525, 3.95946, 3.13313, -0.301711, 0.00516235, 0.0721903, 
89.272, 3.39283, 3.95951, 3.13371, -0.3017, 0.00596672, 0.0725625, 
89.28, 3.39042, 3.95956, 3.1343, -0.3017, 0.00627955, 0.07271, 
89.288, 3.388, 3.95961, 3.13503, -0.302127, 0.00644902, 0.0913399, 
89.296, 3.38558, 3.95966, 3.13576, -0.302131, 0.00654237, 0.0914917, 
89.304, 3.38317, 3.95972, 3.13649, -0.302134, 0.00669309, 0.0915662, 
89.312, 3.38075, 3.95977, 3.13722, -0.302136, 0.00686432, 0.0916254, 
89.32, 3.37823, 3.95978, 3.13721, -0.314858, 0.00130959, -0.00119303, 
89.328, 3.37571, 3.95979, 3.1372, -0.314899, 0.00130826, -0.00139659, 
89.336, 3.37319, 3.9598, 3.13719, -0.314906, 0.00132437, -0.00141644, 
89.344, 3.37067, 3.95981, 3.13718, -0.314908, 0.0013397, -0.00143181, 
89.352, 3.36816, 3.95983, 3.13723, -0.314471, 0.00157442, 0.00622973, 
89.36, 3.36564, 3.95984, 3.13728, -0.314469, 0.0018766, 0.00639276, 
89.368, 3.36313, 3.95986, 3.13733, -0.314468, 0.00191809, 0.00650821, 
89.376, 3.36061, 3.95987, 3.13739, -0.314468, 0.0019438, 0.00659794, 
89.384, 3.35809, 3.95988, 3.13734, -0.315302, 0.00138247, -0.00549254, 
89.392, 3.35557, 3.95989, 3.1373, -0.315305, 0.00131816, -0.00582004, 
89.4, 3.35304, 3.9599, 3.13725, -0.315306, 0.00111532, -0.00605849, 
89.408, 3.35052, 3.95991, 3.1372, -0.315306, 0.000943855, -0.00624991, 
89.416, 3.348, 3.95992, 3.13721, -0.315215, 0.00138037, 0.00102654, 
89.424, 3.34548, 3.95993, 3.13721, -0.315214, 0.00137997, 0.00106062, 
89.432, 3.34296, 3.95994, 3.13722, -0.315214, 0.00137782, 0.00107682, 
89.44, 3.34043, 3.95995, 3.13723, -0.315214, 0.0013754, 0.00108987, 
89.448, 3.33791, 3.95996, 3.13716, -0.315256, 0.00112386, -0.00940879, 
89.456, 3.33539, 3.95997, 3.13708, -0.315256, 0.000912495, -0.00962699, 
89.464, 3.33287, 3.95998, 3.137, -0.315256, 0.00069885, -0.00977679, 
89.472, 3.33035, 3.95998, 3.13692, -0.315256, 0.000484489, -0.00989643, 
89.48, 3.32775, 3.95998, 3.1374, -0.32481, -0.000191395, 0.0593697, 
89.488, 3.32515, 3.95996, 3.13788, -0.324853, -0.00186058, 0.059864, 
89.496, 3.32255, 3.95995, 3.13836, -0.324861, -0.00215715, 0.0600873, 
89.504, 3.31995, 3.95993, 3.13884, -0.324864, -0.00207093, 0.0602653, 
89.512, 3.31733, 3.95992, 3.139, -0.327297, -0.00143154, 0.0196654, 
89.52, 3.31471, 3.95991, 3.13915, -0.327308, -0.00150137, 0.0196426, 
89.528, 3.31209, 3.95989, 3.13931, -0.327309, -0.00139569, 0.0197294, 
89.536, 3.30948, 3.95989, 3.13947, -0.327309, -0.00116617, 0.0198024, 
89.544, 3.30686, 3.95988, 3.13967, -0.327473, -0.00092388, 0.0252257, 
89.552, 3.30424, 3.95987, 3.13987, -0.327473, -0.000696857, 0.0252895, 
89.56, 3.30162, 3.95987, 3.14008, -0.327473, -0.000451569, 0.025327, 
89.568, 3.299, 3.95987, 3.14028, -0.327473, -0.000206913, 0.0253571, 
89.576, 3.29638, 3.95987, 3.14048, -0.327646, 1.5518e-05, 0.02552, 
89.584, 3.29375, 3.95987, 3.14069, -0.327647, 0.000216377, 0.0255397, 
89.592, 3.29113, 3.95987, 3.14089, -0.327647, 0.000437552, 0.025555, 
89.6, 3.28851, 3.95988, 3.1411, -0.327647, 0.000661845, 0.0255673, 
89.608, 3.28589, 3.95988, 3.14097, -0.327383, 0.000342957, -0.0151567, 
89.616, 3.28327, 3.95988, 3.14085, -0.327382, 7.36154e-05, -0.0156295, 
89.624, 3.28066, 3.95988, 3.14072, -0.327382, -0.000153428, -0.015908, 
89.632, 3.27804, 3.95988, 3.14059, -0.327382, -0.0003695, -0.0161301, 
89.64, 3.27539, 3.95987, 3.13986, -0.330369, -0.000304052, -0.0920182, 
89.648, 3.27275, 3.95988, 3.13912, -0.330382, 7.34777e-05, -0.0923985, 
89.656, 3.27011, 3.95988, 3.13838, -0.330384, 1.98704e-05, -0.0925113, 
89.664, 3.26746, 3.95987, 3.13764, -0.330384, -0.000153583, -0.0926002, 
89.672, 3.26486, 3.95987, 3.1374, -0.325239, -0.000872191, -0.0293972, 
89.68, 3.26226, 3.95985, 3.13717, -0.325216, -0.00210988, -0.0292538, 
89.688, 3.25966, 3.95983, 3.13693, -0.325211, -0.00218799, -0.029305, 
89.696, 3.25706, 3.95982, 3.1367, -0.325209, -0.00213207, -0.0293401, 
89.704, 3.25451, 3.95959, 3.13485, -0.318283, -0.0279055, -0.231718, 
89.712, 3.25193, 3.95934, 3.13162, -0.323213, -0.0321898, -0.40284, 
89.72, 3.24933, 3.95907, 3.12703, -0.324103, -0.0330819, -0.573829, 
89.728, 3.24674, 3.9588, 3.12107, -0.324172, -0.033402, -0.744738, 
89.736, 3.24407, 3.95881, 3.11905, -0.333314, 0.000908709, -0.252964, 
89.744, 3.24139, 3.95885, 3.11772, -0.335241, 0.00451996, -0.166317, 
89.752, 3.23871, 3.9589, 3.1164, -0.335597, 0.0064766, -0.164499, 
89.76, 3.23602, 3.95896, 3.11509, -0.33562, 0.00707692, -0.164407, 
89.768, 3.23332, 3.95901, 3.11381, -0.337137, 0.00722632, -0.159972, 
89.776, 3.23063, 3.95907, 3.11253, -0.33714, 0.00727986, -0.159856, 
89.784, 3.22793, 3.95913, 3.11125, -0.337129, 0.00704593, -0.159765, 
89.792, 3.22523, 3.95918, 3.10997, -0.337114, 0.00673946, -0.15967, 
89.8, 3.22249, 3.95924, 3.10764, -0.343199, 0.00750629, -0.291694, 
89.808, 3.2197, 3.95931, 3.10515, -0.34785, 0.00842726, -0.310894, 
89.816, 3.21692, 3.95938, 3.10267, -0.347875, 0.00934961, -0.310586, 
89.824, 3.21414, 3.95946, 3.10019, -0.347856, 0.00938696, -0.310148, 
89.832, 3.21136, 3.95958, 3.10029, -0.347797, 0.0147858, 0.0130396, 
89.84, 3.20855, 3.95969, 3.10141, -0.35015, 0.0145063, 0.139993, 
89.848, 3.20575, 3.95981, 3.10254, -0.350199, 0.0143337, 0.141112, 
89.856, 3.20295, 3.95992, 3.10367, -0.35022, 0.014544, 0.141326, 
89.864, 3.20015, 3.96004, 3.10468, -0.350545, 0.0147956, 0.126239, 
89.872, 3.19734, 3.96016, 3.10569, -0.350563, 0.0150318, 0.126276, 
89.88, 3.19454, 3.96029, 3.1067, -0.350577, 0.0153042, 0.126401, 
89.888, 3.19173, 3.96041, 3.10771, -0.35059, 0.0155761, 0.126515, 
89.896, 3.18893, 3.96053, 3.10736, -0.350463, 0.0143956, -0.0443086, 
89.904, 3.18619, 3.96064, 3.10628, -0.342689, 0.014033, -0.134441, 
89.912, 3.18345, 3.96074, 3.1052, -0.342603, 0.0123049, -0.135131, 
89.92, 3.18071, 3.96083, 3.10412, -0.342569, 0.0116746, -0.135167, 
89.928, 3.17796, 3.96092, 3.10441, -0.342967, 0.0114478, 0.0356209, 
89.936, 3.17516, 3.96101, 3.10544, -0.35087, 0.0115964, 0.128879, 
89.944, 3.17235, 3.96109, 3.10648, -0.350974, 0.0101777, 0.12971, 
89.952, 3.16954, 3.96117, 3.10752, -0.350997, 0.0099174, 0.129874, 
89.96, 3.16674, 3.96125, 3.10719, -0.350619, 0.00938214, -0.0409463, 
89.968, 3.16396, 3.96132, 3.10571, -0.346836, 0.00902911, -0.185294, 
89.976, 3.16119, 3.96139, 3.10419, -0.346118, 0.00803811, -0.188941, 
89.984, 3.15842, 3.96145, 3.10268, -0.346082, 0.00745761, -0.188897, 
89.992, 3.15565, 3.96156, 3.10276, -0.346439, 0.0137741, 0.00998295, 
90, 3.15282, 3.96166, 3.10344, -0.353891, 0.0131564, 0.0844183, 
90.008, 3.14999, 3.96176, 3.10412, -0.353989, 0.0118057, 0.085083, 
90.016, 3.14716, 3.96185, 3.1048, -0.354007, 0.0116142, 0.0852103, 
90.024, 3.14433, 3.96193, 3.10412, -0.353599, 0.0106892, -0.0856019, 
90.032, 3.14156, 3.96202, 3.10258, -0.345707, 0.0102994, -0.192275, 
90.04, 3.1388, 3.96208, 3.10103, -0.345613, 0.00852115, -0.192962, 
90.048, 3.13603, 3.96215, 3.09949, -0.345571, 0.00785396, -0.192889, 
90.056, 3.13326, 3.96227, 3.09956, -0.346018, 0.0149382, 0.00920967, 
90.064, 3.13043, 3.96238, 3.10012, -0.35385, 0.014204, 0.069113, 
90.072, 3.1276, 3.96248, 3.10067, -0.353952, 0.0127468, 0.0696657, 
90.08, 3.12477, 3.96258, 3.10123, -0.35397, 0.012516, 0.0697822, 
90.088, 3.12194, 3.96268, 3.10195, -0.353803, 0.0126358, 0.0901303, 
90.096, 3.11911, 3.96279, 3.10268, -0.353813, 0.0128738, 0.0903634, 
90.104, 3.11628, 3.96289, 3.1034, -0.353824, 0.0131209, 0.0904447, 
90.112, 3.11345, 3.963, 3.10412, -0.353834, 0.0133684, 0.0905151, 
90.12, 3.11062, 3.9631, 3.10348, -0.353732, 0.0123177, -0.0803014, 
90.128, 3.10784, 3.96319, 3.10205, -0.347173, 0.0119648, -0.179391, 
90.136, 3.10506, 3.96328, 3.10061, -0.347092, 0.0104727, -0.180077, 
90.144, 3.10229, 3.96336, 3.09917, -0.347054, 0.0099033, -0.180049, 
90.152, 3.09957, 3.96336, 3.10062, -0.339745, 0.00101122, 0.181879, 
90.16, 3.09679, 3.96344, 3.10344, -0.34786, 0.0100502, 0.352986, 
90.168, 3.094, 3.96353, 3.10764, -0.348391, 0.0106606, 0.523872, 
90.176, 3.09121, 3.96362, 3.11319, -0.348268, 0.0107799, 0.694718, 
90.184, 3.08837, 3.96369, 3.11328, -0.355564, 0.00974009, 0.0112763, 
90.192, 3.08559, 3.96383, 3.112, -0.347916, 0.016887, -0.159845, 
90.2, 3.08281, 3.96397, 3.11065, -0.346884, 0.0173021, -0.169636, 
90.208, 3.08004, 3.9641, 3.10929, -0.346862, 0.0171414, -0.169729, 
90.216, 3.07728, 3.96424, 3.10863, -0.344544, 0.0166833, -0.082245, 
90.224, 3.07452, 3.96437, 3.10798, -0.344509, 0.0159452, -0.0817162, 
90.232, 3.07177, 3.96449, 3.10732, -0.34449, 0.0155252, -0.0817746, 
90.24, 3.06901, 3.96461, 3.10667, -0.344476, 0.0152055, -0.0818193, 
90.248, 3.06626, 3.96473, 3.10593, -0.344408, 0.0149197, -0.0929866, 
90.256, 3.0635, 3.96485, 3.10518, -0.344396, 0.0146556, -0.0930725, 
90.264, 3.06075, 3.96496, 3.10444, -0.344385, 0.0144115, -0.093072, 
90.272, 3.05799, 3.96508, 3.10369, -0.344375, 0.014177, -0.0930638, 
90.28, 3.05534, 3.96518, 3.10375, -0.331217, 0.0126606, 0.00743848, 
90.288, 3.05273, 3.9653, 3.10397, -0.326537, 0.0153663, 0.027006, 
90.296, 3.05012, 3.96542, 3.10419, -0.326509, 0.0154416, 0.027355, 
90.304, 3.0475, 3.96555, 3.10441, -0.326507, 0.015421, 0.0275509, 
90.312, 3.04489, 3.96566, 3.10599, -0.326953, 0.0142378, 0.198403, 
90.32, 3.04217, 3.96578, 3.10823, -0.339796, 0.0142581, 0.279256, 
90.328, 3.03943, 3.96587, 3.11055, -0.342477, 0.011799, 0.290346, 
90.336, 3.03669, 3.96596, 3.11288, -0.342546, 0.0107375, 0.290832, 
90.344, 3.03395, 3.96604, 3.11531, -0.342878, 0.0105457, 0.30361, 
90.352, 3.0312, 3.96613, 3.11774, -0.342906, 0.0106052, 0.304124, 
90.36, 3.02846, 3.96621, 3.12018, -0.342927, 0.0108084, 0.304547, 
90.368, 3.02572, 3.9663, 3.12262, -0.342945, 0.0110551, 0.304964, 
90.376, 3.02297, 3.96639, 3.12466, -0.343199, 0.0112692, 0.255242, 
90.384, 3.02023, 3.96648, 3.1267, -0.343212, 0.011476, 0.255169, 
90.392, 3.01748, 3.96658, 3.12874, -0.343222, 0.01171, 0.255449, 
90.4, 3.01473, 3.96667, 3.13079, -0.34323, 0.0119469, 0.255732, 
90.408, 3.01189, 3.96676, 3.13248, -0.35556, 0.0109152, 0.211533, 
90.416, 3.00904, 3.96683, 3.13417, -0.355689, 0.00871448, 0.211403, 
90.424, 3.0062, 3.96689, 3.13586, -0.355704, 0.00827704, 0.21159, 
90.432, 3.00335, 3.96696, 3.13756, -0.355709, 0.00834032, 0.211782, 
90.44, 3.0005, 3.96703, 3.13934, -0.356411, 0.00850254, 0.222851, 
90.448, 2.99765, 3.9671, 3.14112, -0.356416, 0.00864583, 0.22298, 
90.456, 2.9948, 3.96717, 3.14291, -0.356416, 0.00889826, 0.222984, 
90.464, 2.99195, 3.96724, 3.14469, -0.356415, 0.00917172, 0.222986, 
90.472, 2.9891, 3.96734, 3.14784, -0.355974, 0.0121543, 0.393968, 
90.48, 2.98633, 3.96744, 3.15184, -0.346837, 0.0126945, 0.500063, 
90.488, 2.98367, 3.96756, 3.15631, -0.332284, 0.0148504, 0.558652, 
90.496, 2.98102, 3.96771, 3.16083, -0.330343, 0.0183546, 0.564766, 
90.504, 2.97828, 3.96782, 3.16214, -0.342546, 0.0143015, 0.163411, 
90.512, 2.9755, 3.9679, 3.16323, -0.348158, 0.0100964, 0.136087, 
90.52, 2.97271, 3.96797, 3.16431, -0.34823, 0.00887, 0.135731, 
90.528, 2.96993, 3.96804, 3.1654, -0.348246, 0.00852645, 0.135658, 
90.536, 2.96714, 3.96808, 3.16626, -0.34796, 0.00528898, 0.107029, 
90.544, 2.96436, 3.96812, 3.16711, -0.347957, 0.00490669, 0.106712, 
90.552, 2.96158, 3.96816, 3.16796, -0.34795, 0.00462053, 0.106664, 
90.56, 2.95879, 3.96819, 3.16882, -0.347943, 0.00433612, 0.106626, 
90.568, 2.95601, 3.96823, 3.17004, -0.348322, 0.00459235, 0.153431, 
90.576, 2.95322, 3.96827, 3.17127, -0.348314, 0.00473366, 0.153662, 
90.584, 2.95043, 3.96831, 3.1725, -0.348303, 0.00492682, 0.153564, 
90.592, 2.94765, 3.96835, 3.17373, -0.34829, 0.00513617, 0.153464, 
90.6, 2.94486, 3.96831, 3.17322, -0.34855, -0.00508666, -0.0636883, 
90.608, 2.94202, 3.96828, 3.17175, -0.354922, -0.00395663, -0.183996, 
90.616, 2.93915, 3.96826, 3.17013, -0.359232, -0.00282429, -0.20219, 
90.624, 2.93627, 3.96824, 3.16851, -0.359306, -0.00191599, -0.202624, 
90.632, 2.9334, 3.96817, 3.16859, -0.358478, -0.00921227, 0.0101774, 
90.64, 2.93059, 3.9681, 3.16961, -0.351395, -0.00790231, 0.127208, 
90.648, 2.92781, 3.96805, 3.17077, -0.347164, -0.00616479, 0.144873, 
90.656, 2.92504, 3.96802, 3.17193, -0.347095, -0.00475045, 0.144988, 
90.664, 2.92227, 3.96798, 3.17245, -0.346236, -0.00414533, 0.0653279, 
90.672, 2.9195, 3.96795, 3.17297, -0.346218, -0.00369331, 0.0648134, 
90.68, 2.91673, 3.96793, 3.17349, -0.346209, -0.00345043, 0.0648416, 
90.688, 2.91396, 3.9679, 3.17401, -0.346203, -0.0032687, 0.0648634, 
90.696, 2.91125, 3.96806, 3.1763, -0.33867, 0.0202161, 0.287268, 
90.704, 2.9085, 3.96826, 3.17997, -0.344257, 0.0251391, 0.458295, 
90.712, 2.90573, 3.96847, 3.185, -0.345182, 0.0260459, 0.629147, 
90.72, 2.90297, 3.96868, 3.1914, -0.345241, 0.0263528, 0.799887, 
90.728, 2.90015, 3.96854, 3.19162, -0.352961, -0.0177085, 0.0270374, 
90.736, 2.89742, 3.9685, 3.19047, -0.341387, -0.00432242, -0.143998, 
90.744, 2.89465, 3.96847, 3.18821, -0.345625, -0.00421974, -0.281766, 
90.752, 2.89178, 3.96844, 3.18551, -0.359263, -0.00366204, -0.337489, 
90.76, 2.88891, 3.96843, 3.18298, -0.358155, -0.00125114, -0.316242, 
90.768, 2.88605, 3.96842, 3.18045, -0.358199, -0.00112128, -0.316569, 
90.776, 2.88318, 3.96841, 3.17791, -0.358239, -0.00137279, -0.317036, 
90.784, 2.88032, 3.9684, 3.17537, -0.358275, -0.00173941, -0.317498, 
90.792, 2.87751, 3.9684, 3.17652, -0.350722, 0.000506092, 0.143345, 
90.8, 2.87464, 3.96847, 3.17904, -0.358341, 0.00808342, 0.314535, 
90.808, 2.87177, 3.96854, 3.18292, -0.359207, 0.00895064, 0.485414, 
90.816, 2.86889, 3.96861, 3.18817, -0.359285, 0.00925362, 0.6562, 
90.824, 2.86614, 3.96849, 3.18819, -0.344215, -0.0157525, 0.00297009, 
90.832, 2.86341, 3.96836, 3.18813, -0.341834, -0.0157238, -0.00761775, 
90.84, 2.86067, 3.96824, 3.18807, -0.341828, -0.0156301, -0.00774819, 
90.848, 2.85794, 3.96811, 3.18801, -0.341826, -0.0155002, -0.0078739, 
90.856, 2.85523, 3.96799, 3.188, -0.338895, -0.0156845, -0.00116693, 
90.864, 2.85251, 3.96786, 3.18799, -0.338887, -0.0156958, -0.00113301, 
90.872, 2.8498, 3.96773, 3.18798, -0.338886, -0.0156992, -0.00112008, 
90.88, 2.84709, 3.96761, 3.18797, -0.338885, -0.0157021, -0.00111054, 
90.888, 2.84444, 3.96765, 3.18984, -0.331551, 0.00456639, 0.233217, 
90.896, 2.84174, 3.96772, 3.19307, -0.337277, 0.00966645, 0.404168, 
90.904, 2.83904, 3.96781, 3.19767, -0.338183, 0.0105502, 0.574936, 
90.912, 2.83633, 3.96789, 3.20363, -0.338248, 0.0108534, 0.745589, 
90.92, 2.83363, 3.96798, 3.21096, -0.338106, 0.0110197, 0.916115, 
90.928, 2.83098, 3.96807, 3.21924, -0.330463, 0.0112064, 1.03439, 
90.936, 2.82846, 3.96817, 3.22795, -0.315299, 0.0128513, 1.08937, 
90.944, 2.82605, 3.96831, 3.23706, -0.30128, 0.0162771, 1.13826, 
90.952, 2.82375, 3.96846, 3.24654, -0.287473, 0.0199616, 1.18549, 
90.96, 2.82156, 3.96865, 3.2564, -0.273686, 0.0236529, 1.23187, 
90.968, 2.81948, 3.96887, 3.26662, -0.259871, 0.0272943, 1.27761, 
90.976, 2.81751, 3.96912, 3.2772, -0.246022, 0.0308777, 1.32273, 
90.984, 2.81566, 3.96939, 3.28814, -0.232143, 0.0344092, 1.3672, 
90.992, 2.81391, 3.9697, 3.29943, -0.218243, 0.0378973, 1.411, 
91, 2.81228, 3.97003, 3.31106, -0.204332, 0.0413501, 1.45409, 
91.008, 2.81075, 3.97039, 3.32303, -0.190418, 0.044774, 1.49645, 
91.016, 2.80934, 3.97077, 3.33534, -0.176508, 0.0481739, 1.53804, 
91.024, 2.80804, 3.97118, 3.34797, -0.162609, 0.0515536, 1.57887, 
91.032, 2.80685, 3.97162, 3.36092, -0.148727, 0.0549154, 1.61892, 
91.04, 2.80577, 3.97209, 3.37418, -0.134868, 0.0582608, 1.65818, 
91.048, 2.8048, 3.97258, 3.38776, -0.121038, 0.0615909, 1.69666, 
91.056, 2.80394, 3.9731, 3.40163, -0.107242, 0.0649058, 1.73436, 
91.064, 2.8032, 3.97365, 3.4158, -0.0934841, 0.0682053, 1.77127, 
91.072, 2.80256, 3.97422, 3.43026, -0.0797705, 0.071489, 1.80742, 
91.08, 2.80203, 3.97482, 3.445, -0.0661057, 0.074756, 1.8428, 
91.088, 2.80161, 3.97544, 3.46002, -0.0524945, 0.0780052, 1.87743, 
91.096, 2.8013, 3.97609, 3.47531, -0.0389417, 0.0812353, 1.91133, 
91.104, 2.80109, 3.97677, 3.49087, -0.0254521, 0.0844449, 1.9445, 
91.112, 2.80079, 3.97692, 3.50017, -0.0378595, 0.0193148, 1.16304, 
91.12, 2.80042, 3.97677, 3.50383, -0.0465828, -0.0186211, 0.457337, 
91.128, 2.79953, 3.97638, 3.50412, -0.111512, -0.0486657, 0.0365104, 
91.136, 2.79835, 3.97582, 3.50308, -0.146677, -0.0705078, -0.130588, 
91.144, 2.79691, 3.97502, 3.50071, -0.180622, -0.100508, -0.296253, 
91.152, 2.79531, 3.97411, 3.49754, -0.199647, -0.113374, -0.396082, 
91.16, 2.79356, 3.97316, 3.49406, -0.218549, -0.118026, -0.434991, 
91.168, 2.79165, 3.97222, 3.49062, -0.238953, -0.117398, -0.429641, 
91.176, 2.78963, 3.97132, 3.48698, -0.252612, -0.113118, -0.455728, 
91.184, 2.78751, 3.97043, 3.48296, -0.265494, -0.111466, -0.501736, 
91.192, 2.78528, 3.96955, 3.47857, -0.278693, -0.110259, -0.549178, 
91.2, 2.78294, 3.96867, 3.4738, -0.291905, -0.108935, -0.596767, 
91.208, 2.78069, 3.96783, 3.47438, -0.281751, -0.105794, 0.0731663, 
91.216, 2.77838, 3.96715, 3.47913, -0.288422, -0.084146, 0.59391, 
91.224, 2.77609, 3.96683, 3.48709, -0.286662, -0.0404657, 0.994759, 
91.232, 2.77398, 3.96668, 3.49593, -0.263721, -0.0192734, 1.10449, 
91.24, 2.77201, 3.96667, 3.50535, -0.246358, -0.000659743, 1.17761, 
91.248, 2.77017, 3.96667, 3.51493, -0.22973, 0.000340828, 1.19825, 
91.256, 2.76845, 3.96668, 3.52472, -0.214571, 0.000488706, 1.2236, 
